gene_name	num_isoforms
ddr2	9
ddx10	21
ddx11	30
ddx18	6
ddx19b	16
ddx20	21
ddx23	23
ddx24	8
ddx27	5
ddx28	1
ddx31	5
ddx4	14
ddx49	14
ddx50	5
ddx51	6
ddx52	8
ddx53	1
ddx58	NA
ddx59	8
ddx60	12
dedd	12
def6	6
defa6	1
defb104a	1
defb104b	1
defb113	1
defb114	1
defb115	1
defb116	1
defb121	2
defb125	2
defb127	1
defb128	1
defb129	1
defb130a	1
defb130b	1
defb131a	1
defb132	1
defb133	1
defb134	2
defb135	1
defb136	1
defb4a	1
defb4b	1
dek	12
dele1	7
dennd10	11
dennd11	2
dennd1b	11
dennd2a	10
dennd2d	8
dennd3	22
dennd4a	9
dennd4b	13
dennd4c	9
dennd5a	40
dennd6b	5
denr	4
depdc1	5
depdc5	64
depp1	3
det1	8
dffb	11
dgat2	9
dgat2l6	1
dgcr6l	3
dgcr8	11
dgka	49
dgkb	13
dgkd	14
dgke	6
dgkh	10
dgki	14
dgkk	1
dgkq	5
dgkz	24
dglucy	35
dhcr7	20
dhps	22
dhrs11	8
dhrs13	5
dhrs4	8
dhrs7	11
dhrs9	9
dhx33	5
dhx34	7
dhx36	13
dhx37	6
dhx58	8
dhx8	9
dhx9	8
diablo	15
diaph1	15
diaph2	2
diaph3	10
dicer1	33
dido1	7
dio3	2
dip2c	4
dipk1b	2
dipk1c	2
dis3l	14
disc1	22
disp1	26
disp3	3
dkc1	32
dkk3	17
dkk4	1
dlc1	18
dlec1	7
dleu7	6
dlg3	10
dlg4	24
dlg5	10
dlgap4	15
dlgap5	5
dlk1	5
dll1	2
dlx4	7
dlx6	3
dmac1	3
dmd	91
dmgdh	10
dmkn	68
dmp1	7
dmpk	31
dmrt1	3
dmrt2	9
dmrt3	2
dmrta1	1
dmrtb1	2
dmtn	23
dmwd	8
dmxl2	14
dnaaf1	10
dnaaf2	2
dnaaf5	8
dnaaf6	4
dnah1	8
dnah10	11
dnah11	10
dnah12	9
dnah14	20
dnah17	10
dnah2	6
dnah5	14
dnah6	5
dnah7	8
dnah8	5
dnai1	9
dnai2	6
dnai3	6
dnai4	12
dnaja1	3
dnajb1	25
dnajb12	6
dnajb6	18
dnajb7	1
dnajb8	2
dnajc1	5
dnajc11	25
dnajc12	5
dnajc13	9
dnajc15	2
dnajc21	15
dnajc4	12
dnajc5g	6
dnajc6	8
dnase1l1	12
dnase1l2	6
dnase1l3	7
dnase2	7
dnase2b	2
dner	2
dnlz	2
dnm1	31
dnm2	26
dnmbp	4
dnmt1	52
dnmt3a	17
dnmt3l	4
dnpep	21
dnph1	4
dntt	2
dnttip2	7
doc2b	4
dock2	18
dock4	18
dock5	12
dohh	4
dok1	13
dok2	6
dok4	18
dok5	4
dok7	7
donson	13
dop1a	7
dop1b	6
dot1l	9
dpep1	10
dpep2	9
dpep3	3
dpf1	19
dpf2	18
dph2	17
dph3	4
dph7	14
dpm2	5
dpm3	3
dpp4	23
dpp6	23
dppa2	1
dppa3	1
dppa4	8
dpy19l1	14
dpy19l2	9
dpy19l4	8
draxin	1
drc1	8
drc3	17
drc7	10
drd4	2
drd5	1
dsc1	2
dsc2	23
dsc3	3
dscaml1	5
dsel	1
dsg2	29
dsg3	1
dsg4	2
dsp	18
dst	41
dthd1	6
dtwd1	11
dtwd2	4
dtx1	5
dtx3l	2
dtx4	4
duox1	13
duox2	5
dus2	16
dus3l	15
dusp10	4
dusp11	14
dusp12	5
dusp13	NA
dusp16	6
dusp2	3
dusp22	16
dusp7	2
dusp8	3
dusp9	3
dut	11
duxa	1
dvl1	7
dynap	3
dync1h1	64
dync1i2	25
dync2h1	11
dync2i1	5
dynlrb1	5
dynlrb2	6
dynlt2b	5
dynlt4	2
dyrk4	17
dysf	22
dytn	3
dzank1	21
dzip1l	9
dzip3	6
e2f1	1
e2f2	2
e2f3	2
e2f4	13
e2f5	8
e2f7	7
e2f8	5
ears2	17
ebag9	13
ebf3	5
ebf4	7
ebi3	2
ebna1bp2	9
ece1	14
ece2	9
ecel1	4
ech1	17
echdc3	5
eci2	11
ecm1	7
ecm2	4
ecpas	7
ecscr	1
ecsit	20
ect2l	4
eda	13
eda2r	4
edc4	14
eddm13	8
edem1	7
edn3	8
ednrb	8
eed	14
eef1a2	12
eef1akmt4	1
eef1d	54
eef2kmt	9
eefsec	4
eepd1	4
efcab12	4
efcab13	13
efcab14	14
efcab5	13
efcab6	10
efcab8	4
efcab9	1
efcc1	3
efemp1	14
efhb	7
efhc1	39
efhc2	2
efl1	17
efna4	3
efnb2	2
efs	3
egf	13
egfl6	3
egfl8	6
egflam	11
egln1	7
egr4	2
ehbp1	20
ehbp1l1	11
ehd1	13
ehf	12
ehhadh	6
eid2	1
eid3	1
eif2ak1	10
eif2ak2	14
eif2ak4	11
eif2b3	10
eif2b4	10
eif2b5	31
eif3a	2
eif3b	12
eif3c	14
eif3cl	2
eif3e	57
eif3f	15
eif3h	11
eif3i	44
eif3l	15
eif4e1b	9
eif4enif1	13
eif4g1	40
eif4g3	23
eif4h	14
eif5a	11
eif5b	4
elac1	4
elac2	21
elane	2
elapor2	12
elf4	3
elfn1	4
elk4	5
ell	6
elmo3	6
elmod3	22
eloa	4
eloa2	1
elovl5	7
elp1	48
elp2	28
elp4	29
elp5	15
elspbp1	5
emb	5
emc1	27
emc10	8
emcn	10
eme1	10
eme2	6
emilin1	2
emilin2	3
emilin3	1
eml1	22
eml4	8
emp1	12
emp2	3
emsy	19
en1	2
en2	1
enah	10
endog	1
endou	4
endov	30
eng	25
engase	10
enosf1	22
enpep	5
enpp1	12
enpp2	9
enpp3	7
enpp6	4
enpp7	2
enthd1	2
entpd1	13
entpd3	5
entpd4	11
entpd6	18
entr1	11
eomes	3
ep300	15
epb41l1	19
epb41l2	34
epb41l4a	10
epb41l4b	2
epb41l5	10
epb42	6
epcam	6
epgn	9
epha10	11
epha2	4
epha5	6
epha6	9
epha8	2
ephb1	9
ephb2	7
ephb6	11
ephx1	5
ephx2	13
epm2a	28
epm2aip1	3
epn1	7
epn2	27
epop	1
eppk1	2
eprs1	6
eps8l1	19
eps8l3	10
epsti1	10
epx	1
epyc	3
eqtn	4
erap1	9
erap2	12
eras	2
erbb3	33
ercc1	18
ercc2	20
ercc3	21
ercc4	16
ercc5	18
ercc6	21
ercc6l	2
ercc6l2	27
erf	8
erfe	7
eri1	9
erich1	11
erich3	5
erich4	1
erich5	2
erich6	5
erich6b	4
ermap	9
ermard	16
ermn	9
ermp1	30
ern1	10
erp29	5
errfi1	5
esco1	4
esco2	8
esf1	2
espl1	8
espn	16
espnl	6
esr2	13
esrp2	12
esrrb	8
esrrg	25
esx1	1
esyt1	10
esyt2	6
etaa1	4
etfb	5
etfbkmt	6
etnk1	12
etnk2	11
ets2	9
etv1	21
etv2	6
etv3	3
etv3l	4
etv4	11
etv6	5
etv7	8
eva1a	11
evc	5
evi2b	2
evpl	5
evpll	2
ewsr1	22
exd1	5
exd2	14
exo1	12
exoc3l2	1
exoc3l4	9
exoc6b	9
exoc7	21
ext1	5
ext2	23
extl1	4
eya1	24
ezr	3
f10	7
f11r	5
f12	12
f13b	3
f2	5
f2r	2
f3	4
f7	6
f8	7
faap100	7
faap20	15
fabp1	4
fabp12	3
fabp6	4
fabp7	2
fabp9	1
fadd	1
fads1	21
faf2	6
fah	18
fahd2b	7
faim	9
fam102a	NA
fam107a	8
fam107b	29
fam110b	7
fam110c	3
fam111a	18
fam111b	6
fam114a1	6
fam114a2	17
fam117b	2
fam118a	16
fam118b	10
fam120b	5
fam120c	4
fam124a	4
fam124b	3
fam131c	2
fam133a	3
fam133b	11
fam135b	11
fam13a	22
fam13b	12
fam149a	19
fam149b1	8
fam151a	2
fam155a	NA
fam155b	NA
fam160a1	NA
fam160b2	NA
fam161a	7
fam161b	3
fam163a	1
fam166a	NA
fam166b	NA
fam166c	NA
fam167a	8
fam170a	5
fam170b	1
fam171a2	4
fam171b	1
fam174a	4
fam174b	12
fam174c	5
fam178b	6
fam180a	4
fam180b	1
fam181a	5
fam181b	1
fam184b	1
fam185a	8
fam187b	1
fam189a2	NA
fam193a	11
fam193b	19
fam205a	NA
fam205c	NA
fam20a	7
fam20c	5
fam210b	2
fam214a	NA
fam214b	NA
fam216a	6
fam216b	2
fam217a	8
fam217b	4
fam219b	19
fam220a	4
fam221a	8
fam221b	4
fam222a	3
fam222b	14
fam227a	11
fam227b	14
fam228a	4
fam228b	10
fam229a	4
fam237b	2
fam240c	3
fam241a	1
fam246a	1
fam246b	1
fam3d	5
fam43a	1
fam47e	9
fam50a	7
fam53a	6
fam71a	NA
fam71b	NA
fam71d	NA
fam71f2	NA
fam72b	7
fam83e	4
fam83f	3
fam83g	3
fam83h	3
fam86b1	19
fam86b2	7
fam8a1	7
fam98a	18
fam98b	4
fanca	45
fancb	18
fancc	25
fancd2	18
fance	8
fancf	1
fancg	22
fanci	27
fancm	41
far1	15
far2	25
farp1	42
farp2	23
fars2	5
farsa	10
fas	61
fasn	13
fastkd1	10
fastkd2	6
fastkd3	8
fat1	11
fat3	6
fat4	5
faxc	4
faxdc2	16
fbf1	11
fbh1	16
fblim1	15
fbll1	1
fbln1	18
fbln2	7
fbn2	14
fbn3	9
fbp1	5
fbrs	9
fbrsl1	9
fbxl13	13
fbxl17	4
fbxl18	3
fbxl19	8
fbxl6	9
fbxl7	3
fbxo15	14
fbxo16	11
fbxo2	6
fbxo24	9
fbxo31	8
fbxo34	12
fbxo38	20
fbxo4	7
fbxo40	1
fbxo41	5
fbxo43	3
fbxo44	9
fbxo45	2
fbxo46	3
fbxo47	1
fbxo48	1
fbxo5	3
fbxo6	3
fbxo7	9
fbxo9	13
fbxw10	5
fbxw12	6
fbxw4	6
fbxw8	4
fbxw9	3
fcamr	5
fcer1a	3
fcer2	7
fcgbp	2
fcgr3a	14
fcgr3b	6
fcho1	59
fcho2	7
fcmr	10
fcn2	2
fcrl1	8
fcrl3	12
fcrl4	3
fcrl5	8
fcrla	16
fcrlb	6
fcsk	13
fdft1	21
fdps	21
fdx1	1
fdx2	8
fdxr	20
fech	13
fem1a	1
fen1	3
fer1l5	4
fetub	8
fezf1	3
ffar1	1
ffar2	3
ffar3	2
ffar4	3
fga	2
fgb	7
fgd1	1
fgd3	8
fgd4	20
fgd5	7
fgd6	7
fgf2	3
fgf3	2
fgf8	7
fgfbp1	1
fgfbp3	1
fgfr1	58
fgfr3	10
fgfr4	16
fgg	12
fggy	25
fgl2	2
fgr	7
fh	8
fhad1	24
fhdc1	1
fhl1	36
fhod1	10
figla	1
fignl1	12
fignl2	1
fiz1	5
fjx1	2
fkbp1a	19
fkbp6	8
fkbp8	14
flacc1	10
flad1	12
flcn	10
flii	30
flna	21
flnb	28
flnc	7
flot1	12
flot2	12
flt1	10
flt3lg	12
flvcr1	5
flywch1	14
flywch2	5
fmn1	13
fmn2	18
fmnl1	11
fmnl2	7
fmo1	8
fmo2	7
fmo4	5
fmr1	35
fmr1nb	2
fnbp1l	5
fnbp4	16
fndc1	3
fndc10	1
fndc11	4
fndc4	3
fndc8	1
fnip1	5
fnip2	6
fnta	14
focad	16
folr1	5
folr2	9
folr3	5
fos	10
foxa2	2
foxb2	1
foxc1	1
foxd1	2
foxd2	1
foxd3	1
foxd4	1
foxd4l1	1
foxd4l3	1
foxd4l4	1
foxd4l5	1
foxd4l6	1
foxe1	1
foxe3	1
foxf2	1
foxg1	2
foxh1	2
foxi3	1
foxk1	3
foxk2	12
foxl1	2
foxl2	1
foxl3	2
foxn2	2
foxn3	19
foxn4	4
foxo3	3
foxo6	3
foxp1	71
foxp2	32
foxp3	9
foxp4	9
foxq1	1
foxr1	3
foxr2	1
foxred1	37
foxred2	18
fpgt	8
fras1	10
frat1	2
frem2	2
frk	1
frmd1	11
frmd8	9
frmpd1	3
frmpd2	14
frmpd3	6
frrs1	5
fry	14
fryl	21
frzb	1
fscb	1
fscn2	3
fsd2	3
fsip1	5
fsip2	5
fst	5
fstl5	5
ftcd	12
ftcdnl1	6
fthl17	1
ftmt	1
ftsj1	13
ftsj3	16
fuca1	1
fuca2	3
fundc2	7
furin	10
fus	15
fut4	1
fxn	5
fxyd5	14
fxyd6	17
fxyd7	4
fyb1	14
fyb2	5
fzd1	1
fzd2	1
fzd4	1
fzd6	7
fzd7	1
fzd8	1
g0s2	1
g2e3	15
g3bp1	78
g6pc1	4
g6pc2	5
g6pc3	20
g6pd	24
gab3	6
gabarapl1	19
gabpb2	6
gabra4	5
gabrb1	5
gabrb3	24
gabrd	19
gabre	12
gabrq	1
gabrr1	5
gad2	5
gadd45b	8
gadd45gip1	1
gak	22
gal3st2	1
galns	13
galnt12	4
galnt14	15
galnt5	3
galnt8	5
galnt9	10
galntl5	10
galp	3
galr1	2
galr2	1
galr3	1
gamt	5
ganc	13
gap43	2
gapdh	11
gapdhs	3
gapt	7
gapvd1	19
garem2	3
garre1	7
gart	18
gas1	1
gas2l1	10
gas2l2	1
gas2l3	9
gas6	5
gask1a	14
gask1b	9
gata5	1
gatad1	5
gatad2b	13
gatc	3
gatd3a	NA
gba2	8
gba3	5
gbe1	6
gbf1	118
gbgt1	12
gc	8
gcc2	25
gcfc2	11
gcgr	6
gck	14
gclc	14
gclm	4
gcm2	1
gcna	3
gcnt2	16
gcnt3	10
gcnt7	1
gcsam	7
gcsh	10
gda	9
gdap1	50
gdap1l1	8
gdf11	2
gdf15	5
gdf2	1
gdf5	2
gdf6	1
gdf7	1
gdf9	8
gdpd3	5
gdpd4	6
gemin5	3
gemin8	7
gen1	8
get4	7
gfap	38
gfer	5
gfi1	9
gfm1	11
gfm2	10
gfpt1	5
gfpt2	8
gfy	2
gga1	24
gga3	24
ggct	8
ggh	15
ggn	5
ggt1	26
ggt2	NA
ggt5	6
ggt6	6
ggta1	5
ggtlc2	7
ghdc	11
ghr	13
ghrl	15
gigyf2	46
gimap2	3
gimap4	5
gimap6	3
gimap7	1
gimap8	1
ginm1	3
gins3	10
gipc1	13
gipc2	2
gja10	3
gja3	1
gja4	2
gja8	1
gja9	2
gjb4	1
gjb6	14
gjb7	3
gjc2	1
gjd3	1
gjd4	1
gk2	1
gkap1	7
gkn1	3
gla	17
glb1	19
glb1l2	4
glb1l3	8
glcci1	12
gldc	22
gle1	15
gli2	12
gli3	13
gli4	11
glipr1l1	4
glipr2	5
glmp	16
glo1	2
glod4	18
glod5	4
glp2r	4
glrb	7
glrx5	3
gls2	17
gltp	5
gltpd2	1
glul	11
glyatl1	21
glyatl3	2
gm2a	3
gml	2
gmnn	7
gmppa	48
gna12	11
gna13	2
gnal	10
gnaq	2
gnas	77
gnaz	3
gnb1l	6
gne	6
gng14	2
gng2	16
gngt2	6
gnl2	9
gnl3	12
gnl3l	12
gnly	14
gnpda1	13
gnptab	11
gnptg	14
gnrh1	2
gnrh2	4
gns	9
golga1	6
golga2	29
golga3	41
golga5	3
golga6l9	3
golga8a	5
golga8b	11
golga8f	5
golga8g	8
golga8h	1
golga8j	2
golga8k	2
golga8m	3
golga8o	2
golga8q	2
golga8r	2
golga8s	2
golgb1	58
golim4	3
golm1	8
golph3	3
gon4l	18
gorab	28
gorasp1	58
gorasp2	11
gosr2	47
gp1ba	1
gp1bb	1
gp2	11
gp5	2
gp9	1
gpa33	4
gpaa1	72
gpalpp1	7
gpat2	12
gpatch11	3
gpatch2	5
gpatch4	16
gpatch8	11
gpbar1	4
gpbp1l1	14
gpc2	5
gpc3	13
gpcpd1	8
gper1	5
gpi	21
gpihbp1	1
gpkow	1
gpn3	10
gpnmb	15
gpr101	1
gpr107	7
gpr108	17
gpr132	6
gpr135	2
gpr137	18
gpr137b	5
gpr142	3
gpr143	5
gpr149	1
gpr150	1
gpr152	1
gpr153	1
gpr156	4
gpr158	4
gpr17	6
gpr179	3
gpr18	5
gpr182	3
gpr183	1
gpr20	1
gpr21	1
gpr25	1
gpr27	1
gpr34	3
gpr35	5
gpr39	2
gpr50	1
gpr6	2
gpr62	1
gpr75	1
gpr82	2
gpr83	2
gprasp2	5
gprc5b	11
gprc5c	13
gprc5d	2
gprc6a	3
gprin1	1
gprin2	2
gprin3	3
gps1	30
gps2	16
gpsm1	6
gpsm2	24
gpx1	14
gpx2	4
gramd1a	15
gramd1c	15
gramd2a	13
gramd2b	19
grap	5
grb10	26
grb7	14
greb1	10
greb1l	11
grhl3	12
gria1	16
gria2	39
gria3	8
grid1	3
grid2ip	3
grik3	4
grik4	8
grik5	6
grin1	17
grin2a	19
grin2b	10
grin2c	5
grin2d	1
grin3b	2
grip1	20
grip2	7
grk2	14
grk3	2
grk7	2
grm5	5
grm6	6
grn	21
grtp1	5
grxcr2	2
gsap	13
gsc2	1
gsdmc	3
gsdmd	16
gse1	16
gsg1	10
gsg1l2	1
gsk3b	69
gsn	16
gspt1	10
gsr	8
gsta3	3
gstk1	9
gsto1	7
gstt4	4
gstz1	19
gsx2	3
gtdc1	21
gtf2a1l	7
gtf2e2	5
gtf2f1	6
gtf2h2	13
gtf2h2c	15
gtf2h3	14
gtf3a	8
gtf3c1	13
gtf3c2	13
gtf3c3	12
gtf3c4	2
gtpbp10	12
gtpbp6	6
gtse1	4
gtsf1l	2
guca1b	1
guca2a	1
gucd1	13
gucy1a2	3
gucy2c	2
guf1	4
guk1	33
gxylt2	3
gyg2	8
gypa	20
gypb	16
gys1	7
gzf1	5
gzma	1
h2ac7	1
h3-2	NA
h3c13	1
h3c2	1
h3c4	2
h3c6	2
h3c7	1
h3c8	1
h4c6	1
haao	7
habp2	3
hacd1	6
hacd4	2
hadh	29
hadha	11
hadhb	9
haghl	20
hamp	3
hao1	1
hapln3	5
hapln4	2
hars2	20
has3	5
haspin	1
haus1	12
haus6	3
haus7	10
haus8	8
hax1	24
hbb	6
hbd	5
hbs1l	16
hcar1	1
hcfc1	4
hcfc2	6
hcls1	12
hcn1	6
hcn2	1
hcn4	1
hdac4	18
hdac5	14
hdac6	84
hdac8	60
hdac9	36
hddc2	10
hdgf	10
hdgfl1	1
hdgfl2	10
hdhd5	7
heatr4	7
heatr6	11
heatr9	8
heca	1
hectd1	30
hectd2	6
hectd4	16
hecw1	11
hecw2	17
heg1	5
helb	6
hells	21
helq	6
helt	4
helz	12
helz2	6
hemgn	2
henmt1	7
hepacam2	5
heph	17
hephl1	1
hepn1	1
herc2	14
herc4	15
herc5	5
herc6	7
hes2	6
hes4	4
hes5	1
hes6	9
hexa	49
hexb	13
hexd	17
hexim1	1
hey1	14
hey2	2
heyl	1
hfm1	9
hgd	10
hgf	11
hgfac	4
hgh1	7
hgs	101
hgsnat	10
hhat	9
hhatl	12
hhex	4
hhipl1	2
hhipl2	4
hhla1	3
hhla2	9
hibch	14
hic2	3
hif1a	12
higd1a	5
higd1b	5
hinfp	14
hint3	1
hip1r	10
hipk1	11
hirip3	7
hivep1	10
hivep2	10
hjurp	9
hk3	6
hkdc1	3
hltf	9
hlx	3
hm13	24
hmcn2	7
hmga1	9
hmgn5	7
hmgxb4	8
hmmr	8
hmox1	7
hmox2	18
hmx1	2
hnf1a	13
hnf1b	5
hnmt	8
hnrnpa0	2
hnrnpa3	19
hnrnpab	8
hnrnpc	32
hnrnpd	18
hnrnph1	49
hnrnpll	12
hnrnpm	16
hnrnpul2	2
hoatz	4
hoga1	4
hopx	15
hormad1	8
hoxa10	5
hoxa13	2
hoxa4	3
hoxa6	2
hoxb8	3
hoxb9	1
hoxc11	2
hoxc4	3
hoxd11	2
hoxd4	1
hoxd8	4
hoxd9	1
hp	16
hp1bp3	14
hpd	4
hps1	57
hps4	49
hps5	11
hpse	9
hr	9
hrc	4
hrct1	1
hrg	3
hrh2	3
hrh3	2
hrh4	2
hrk	4
hrob	5
hs3st1	3
hs3st3a1	2
hs3st3b1	2
hs3st4	2
hs3st6	1
hs6st1	4
hs6st2	6
hs6st3	1
hsbp1l1	5
hsd11b1	4
hsd11b2	4
hsd17b1	5
hsd17b11	7
hsd17b12	14
hsd17b14	4
hsd17b2	6
hsd17b4	52
hsdl2	5
hsf1	14
hsf5	1
hsh2d	8
hsp90aa1	10
hsp90b1	35
hspa14	3
hspb3	1
hspb9	1
hspbap1	6
hsph1	9
htatsf1	4
htd2	7
htr3c	1
htr4	11
htr7	3
htra1	3
htra2	17
htra3	2
htra4	1
htt	23
hus1	8
huwe1	19
hyal2	10
hydin	23
hyou1	29
iapp	5
ibsp	1
ica1	19
icam1	5
icam2	16
icam3	13
icam4	3
ice1	3
ice2	17
icoslg	17
id3	3
id4	1
idh3b	12
idi1	6
idnk	6
ido1	9
ids	8
idua	13
ier5	1
ier5l	1
iffo1	10
iffo2	3
ifi30	3
ifi35	8
ifi44	9
ifi44l	18
ifi6	4
ifih1	8
ifit1	2
ifit2	15
ifit3	15
ifnar1	29
ifnar2	14
ifnb1	1
ifne	1
ifngr1	19
ifngr2	7
ifnk	1
ifnlr1	5
ifrd1	22
ifrd2	15
ift122	107
ift20	16
ift43	13
ift46	13
ift57	6
ift80	27
iftap	27
igbp1	2
igdcc3	5
igf1	7
igf1r	17
igf2	10
igf2r	11
igfals	3
igfbp1	3
igfbp2	5
igfbp3	9
igfbp4	1
igfbp6	5
igfbpl1	1
igflr1	11
igfn1	5
ighe	2
ighmbp2	51
igkj2	1
igsf10	5
igsf22	5
igsf23	4
igsf3	4
igsf5	3
igsf6	3
iho1	5
ikbkg	22
ikzf3	17
il10ra	12
il10rb	9
il11	4
il12rb2	18
il13	5
il13ra1	4
il13ra2	3
il15	8
il15ra	22
il16	15
il17a	1
il17d	4
il17f	3
il17ra	8
il17rc	47
il17re	11
il17rel	3
il18	6
il18bp	18
il18r1	5
il18rap	5
il19	6
il1a	1
il1b	8
il1f10	3
il1r2	9
il1rap	17
il1rl1	9
il1rl2	4
il1rn	14
il20ra	8
il20rb	5
il21	3
il21r	6
il22	2
il22ra1	1
il23r	33
il24	7
il25	2
il26	1
il27	2
il27ra	1
il2ra	7
il2rb	22
il2rg	8
il3	1
il31	1
il31ra	12
il33	6
il34	5
il36a	1
il36b	2
il36g	3
il36rn	4
il37	5
il3ra	6
il4i1	8
il4r	19
il6	9
il6st	25
il7	10
il9r	8
ildr1	5
ildr2	9
ilf3	23
ilk	16
ilvbl	14
immt	11
impa1	13
impa2	12
impact	7
impdh1	17
impg1	4
impg2	1
inafm1	1
inafm2	2
inava	7
inca1	5
incenp	6
inf2	50
ing3	6
inhbc	1
inka1	1
ino80	17
ino80b	9
ino80d	3
ino80e	14
inpp5d	14
inpp5e	6
inpp5f	21
inpp5j	12
inppl1	15
ins-igf2	2
insig1	6
insig2	7
insl6	3
insm1	1
insm2	1
insrr	1
insyn2b	2
ints1	8
ints14	18
ints7	11
ints8	21
invs	7
ip6k1	9
ip6k3	3
ipo4	21
ipo7	8
ipo9	4
iqank1	5
iqca1	10
iqca1l	3
iqce	16
iqcf1	2
iqcf6	4
iqcg	13
iqch	12
iqcj	4
iqcm	6
iqcn	8
iqgap1	18
iqgap2	21
iqgap3	4
iqsec1	10
iqsec2	23
iqsec3	5
iqub	6
irag2	21
irak1	14
irak2	1
irak4	18
ireb2	10
irf2bp2	3
irf2bpl	1
irf3	31
irf5	22
irf8	18
irf9	70
irgq	3
irs1	2
irs2	1
irs4	2
irx1	1
irx4	10
irx6	2
isg15	3
isg20l2	6
ism2	8
isoc2	8
isx	2
isyna1	14
itfg1	12
itga11	7
itga2b	10
itga4	11
itga5	13
itga7	27
itga8	3
itgad	3
itgae	9
itgal	22
itgam	8
itgav	23
itgax	7
itgb2	26
itgb3	4
itgb3bp	15
itgb4	13
itgb7	14
itgb8	5
itgbl1	6
itih1	12
itih3	11
itih4	14
itih6	2
itpa	10
itpkb	3
itpkc	5
itpr2	10
itprip	5
itsn1	32
itsn2	12
ivl	1
ivns1abp	10
iws1	12
izumo1	6
izumo1r	3
izumo2	4
izumo3	3
izumo4	13
jade3	4
jag2	5
jak3	11
jakmip1	20
jakmip3	26
jaml	12
jarid2	3
jcad	3
jchain	5
jhy	4
jkamp	14
jmjd6	8
jmy	3
jph2	2
jpt1	12
jsrp1	3
jtb	6
jund	2
kank1	50
kank2	13
kank3	4
kank4	4
kansl1	36
kansl1l	11
kash5	15
kat2a	5
kat2b	5
kat6a	17
kat8	8
katnal2	25
katnip	10
kazald1	6
kazn	9
kbtbd11	1
kbtbd12	7
kbtbd13	1
kbtbd4	10
kbtbd6	1
kcna3	6
kcna4	2
kcna5	1
kcnab1	14
kcnb2	1
kcnc1	14
kcnc2	10
kcnc3	4
kcnc4	8
kcne2	2
kcne4	2
kcne5	1
kcng2	2
kcng3	2
kcnh1	19
kcnh2	11
kcnh3	5
kcnh6	6
kcnip1	8
kcnip3	8
kcnj14	2
kcnj16	10
kcnj8	5
kcnk10	4
kcnk12	2
kcnk13	1
kcnk15	1
kcnk16	5
kcnk18	1
kcnk3	1
kcnk4	11
kcnk9	12
kcnmb3	7
kcnmb4	2
kcnn2	9
kcnn3	5
kcnq1	9
kcnq3	7
kcnq5	14
kcns1	2
kcnt1	32
kcnt2	9
kcnu1	5
kcnv2	1
kcp	12
kctd1	11
kctd11	2
kctd12	1
kctd14	2
kctd17	9
kctd18	5
kctd2	9
kctd4	1
kctd5	5
kctd7	11
kctd8	2
kdelr3	3
kdm2a	15
kdm2b	25
kdm3b	8
kdm4a	5
kdm4b	12
kdm4c	15
kdm4d	3
kdm4f	2
kdm5c	23
kdm6b	6
kdm8	14
kdr	4
kdsr	13
keap1	10
kel	9
khdc1l	2
khdc3l	1
khnyn	6
khsrp	12
kiaa0232	5
kiaa0319	5
kiaa0319l	54
kiaa0408	5
kiaa0586	26
kiaa0753	10
kiaa0825	5
kiaa0930	16
kiaa1109	NA
kiaa1191	13
kiaa1210	2
kiaa1522	NA
kiaa1549	2
kiaa1549l	4
kiaa1614	8
kiaa1671	6
kiaa1841	NA
kiaa2012	4
kiaa2026	NA
kidins220	38
kif11	5
kif12	8
kif13a	13
kif13b	6
kif14	2
kif15	7
kif16b	5
kif17	9
kif18a	4
kif18b	4
kif1a	52
kif1b	22
kif1c	4
kif20a	7
kif21a	14
kif21b	5
kif24	3
kif25	8
kif26a	3
kif26b	4
kif3a	8
kif3c	7
kif4a	2
kif5a	32
kif6	8
kif7	5
kifc1	4
kifc2	9
kin	5
kirrel3	9
kiss1	1
kiss1r	3
kiz	15
kl	2
klc1	27
klc3	7
klf13	7
klf14	1
klf16	4
klf17	2
klf18	1
klf2	2
klf4	7
klf7	14
klf8	6
klhdc1	6
klhdc10	4
klhdc4	27
klhdc7a	1
klhdc7b	3
klhl2	10
klhl20	5
klhl26	6
klhl32	7
klhl33	3
klhl34	1
klhl35	5
klhl36	7
klhl4	3
klhl40	1
klhl5	7
klhl7	13
klk1	4
klk10	6
klk12	8
klk13	9
klk2	23
klk3	15
klk7	6
klk8	12
klk9	2
klrb1	1
klrf2	1
klrg1	7
klrg2	2
klrk1	5
kmo	10
kmt2a	34
kmt2b	29
kmt2c	70
kmt2e	23
kmt5b	22
kndc1	24
kng1	4
knl1	12
knop1	5
kntc1	15
kpna2	21
kpna7	2
krba1	9
kremen1	6
kri1	16
krr1	5
krt1	2
krt10	2
krt13	9
krt14	3
krt15	9
krt16	4
krt17	8
krt18	7
krt19	7
krt20	2
krt23	9
krt24	1
krt26	1
krt3	1
krt31	1
krt32	1
krt33a	1
krt33b	1
krt34	1
krt35	1
krt36	2
krt39	3
krt4	5
krt5	11
krt72	5
krt74	3
krt75	1
krt76	1
krt77	3
krt78	5
krt79	3
krt8	18
krt80	3
krt84	1
krt9	2
krtap12-3	1
krtap15-1	1
krtap21-3	1
krtap23-1	1
krtap25-1	1
krtap26-1	1
krtap27-1	1
krtap29-1	1
krtap8-1	1
krtdap	3
ktn1	25
kxd1	17
ky	5
kyat1	11
